,artist,date,id,image,painting
215,Neri di Bicci,1451,217,http://nrs.harvard.edu/urn-3:VIT.BB:4870507,Madonna and Child with St. Jerome and St. John the Baptist
216,"Anonymous painter of Lombardy, 16th century",1501,218,http://nrs.harvard.edu/urn-3:VIT.BB:10530830,Christ before Pilate
217,"Angelico, Fra",1426,219,http://nrs.harvard.edu/urn-3:VIT.BB:4838891,Annunciation
218,"Nelli, Ottaviano",1401,220,http://nrs.harvard.edu/urn-3:VIT.BB:8075466,"Madonna and Child with a goldfinch, angels and Christ in glory"
219,"Morandini, Francesco",1576,221,http://nrs.harvard.edu/urn-3:VIT.BB:4903318,Mythological scene
220,? Bernardino de' Conti,1494,222,http://nrs.harvard.edu/urn-3:VIT.BB:10521899,Man with a musical instrument holding a letter
221,"Bulgarini, Bartolommeo",1341,223,http://nrs.harvard.edu/urn-3:VIT.BB:9295524,Madonna and Child
222,Near Raphael,1501,224,http://nrs.harvard.edu/urn-3:VIT.BB:8088762,Head of man in profile
223,Copy after Parmigianino,1503,225,http://nrs.harvard.edu/urn-3:VIT.BB:10586764,St. Catherine with two putti
224,"Schiavone, Andrea",1538,226,http://nrs.harvard.edu/urn-3:VIT.BB:10590083,Mystic marriage of St. Catherine with St. Joseph and the Infant St. John
225,Attributed to Raffaellino del Garbo,1491,227,http://nrs.harvard.edu/urn-3:VIT.BB:4891416,Lamentation over the dead Christ
226,"Attributed to Ghirlandaio, Domenico",1476,228,http://nrs.harvard.edu/urn-3:VIT.BB:4870865,Madonna and Child
227,"Near Cozzarelli, Guidoccio",1470,229,http://nrs.harvard.edu/urn-3:VIT.BB:9431492,St. Catherine of Siena receiving the Stigmata
228,"Near Libri, Francesco dai",1491,230,http://nrs.harvard.edu/urn-3:VIT.BB:10531167,Allegorical mythological meeting scene
229,Raphael,1920,231,http://nrs.harvard.edu/urn-3:VIT.BB:8087485,Madonna of the pinks
230,"? Daddi, Bernardo",1326,232,http://nrs.harvard.edu/urn-3:VIT.BB:4877964,Madonna and Child Enthroned with six saints and donor
231,"Tintoretto, Jacopo",1537,233,http://nrs.harvard.edu/urn-3:VIT.BB:10592992,Flight into Egypt
232,Near Matteo di Giovanni,1450,234,http://nrs.harvard.edu/urn-3:VIT.BB:9431474,Madonna and Child with two angels
233,? Bartolomeo Veneto,1502,235,http://nrs.harvard.edu/urn-3:VIT.BB:8720196,Profile of a lady
234,Attributed to Giorgione,1500,236,http://nrs.harvard.edu/urn-3:VIT.BB:8738134,Two elderly men
235,Near Apollonio di Giovanni di Tommaso,1441,237,http://nrs.harvard.edu/urn-3:VIT.BB:4863303,King sitting on a throne and a knight
236,"Manner of Angelico, Fra",1920,238,http://nrs.harvard.edu/urn-3:VIT.BB:4838868,Christ driving the money changers from the Temple
237,"Scaletti, Leonardo di Zanino",1457,239,http://nrs.harvard.edu/urn-3:VIT.BB:10541662,"Madonna and Child enthroned with St. Roch, St. Sebastian, a donor, and St. Jerome in the background"
238,"Balducci, Matteo",1509,240,http://nrs.harvard.edu/urn-3:VIT.BB:9435777,Apollo and a Muse
239,"? Previtali, Andrea",1480,241,http://nrs.harvard.edu/urn-3:VIT.BB:8738477,Bust of a man
240,"Follower of Vecellio, Francesco",1495,242,http://nrs.harvard.edu/urn-3:VIT.BB:10611295,Holy Family with the Infant St. John
241,Attributed to Antonio della Corna,1469,243,http://nrs.harvard.edu/urn-3:VIT.BB:10536244,Young woman in front of a window
242,"? Pecori, Domenico",1501,244,http://nrs.harvard.edu/urn-3:VIT.BB:8087271,Madonna and Child with the Infant St. John and the stigmatization of St. Francis
243,Copy after Parmigianino,1534,245,http://nrs.harvard.edu/urn-3:VIT.BB:10586752,Cupid shaping his bow
244,"Follower of Bronzino, Agnolo",1551,246,http://nrs.harvard.edu/urn-3:VIT.BB:4901344,Portrait of a boy
245,Follower of Guariento,1338,247,http://nrs.harvard.edu/urn-3:VIT.BB:10534021,Adoration of the Magi
246,School of Perugino,1501,248,http://nrs.harvard.edu/urn-3:VIT.BB:8084144,Madonna and Child Enthroned with four saints
247,"Starnina, Gherardo",1391,249,http://nrs.harvard.edu/urn-3:VIT.BB:4828439,St. Mary Magdalene
248,Follower of Mariotto di Nardo,1390,250,http://nrs.harvard.edu/urn-3:VIT.BB:4838497,Madonna and Child Enthroned with six saints and two angels
249,Anonymous painter of Bologna,1501,251,http://nrs.harvard.edu/urn-3:VIT.BB:10579930,Lady playing guitar
250,Titian,1555,252,http://nrs.harvard.edu/urn-3:VIT.BB:10581472,Madonna and Child with St. Catherine and St. Luke
251,"Veronese, Paolo",1548,253,http://nrs.harvard.edu/urn-3:VIT.BB:10591090,Portrait of a woman
252,"Near Berlinghieri, Bonaventura",1201,254,http://nrs.harvard.edu/urn-3:VIT.BB:9295246,Madonna and Child
253,Jacopo di Cione,1360,255,http://nrs.harvard.edu/urn-3:VIT.BB:4627163,"Madonna and Child Enthroned with St. Nicholas, St. Lucy, St. Anthony and St. Catherine; Nativity; Christ on the Cross; Angel of Annunciation; Virgin Annunciate"
254,"Memmi, Lippo",1317,256,http://nrs.harvard.edu/urn-3:VIT.BB:9297626,Madonna and Child Enthroned with St. Francis and a female saint
255,"Anguissola, Sofonisba",1576,257,http://nrs.harvard.edu/urn-3:VIT.BB:10526460,Head of a young lady
256,School of Stefano da Verona,1401,258,http://nrs.harvard.edu/urn-3:VIT.BB:10530963,Madonna del Latte with St. jerome and St. Anthony
257,Bicci di Lorenzo,1400,259,http://nrs.harvard.edu/urn-3:VIT.BB:4838456,St. Francis receiving the stigmata
258,"Daddi, Bernardo",1301,260,http://nrs.harvard.edu/urn-3:VIT.BB:4627409,St. Francis
259,Innocenzo da Imola,1508,261,http://nrs.harvard.edu/urn-3:VIT.BB:10580260,Madonna and Child with two saints
260,Near Titian,1510,262,http://nrs.harvard.edu/urn-3:VIT.BB:10581580,Adoration of the Magi
261,"Beccafumi, Domenico",1506,263,http://nrs.harvard.edu/urn-3:VIT.BB:9450655,Studies for putti
262,Giovanni Francesco da Rimini,1441,264,http://nrs.harvard.edu/urn-3:VIT.BB:8075684,Miracle of St. Simon
263,"Palma, Jacopo, il vecchio",1495,265,http://nrs.harvard.edu/urn-3:VIT.BB:8748325,A Circassian slave
264,After Titian,1551,266,http://nrs.harvard.edu/urn-3:VIT.BB:10611102,Danaë with nursemaid
265,"Anonymous painter of Venice, 14th century",1301,267,http://nrs.harvard.edu/urn-3:VIT.BB:10593513,Madonna and Child Enthroned with Saints and two angels
266,"Near Sustris, Lambert",1534,268,http://nrs.harvard.edu/urn-3:VIT.BB:10590721,Jean Parisot de La Valette
267,Vitale da Bologna,1309,269,http://nrs.harvard.edu/urn-3:VIT.BB:10718106,St. Mary Magdalene
268,"Sellaio, Jacopo del",1470,270,http://nrs.harvard.edu/urn-3:VIT.BB:4891284,St. Roch with a donor
269,Macrino d'Alba,1495,271,http://nrs.harvard.edu/urn-3:VIT.BB:10511551,Pietà
270,"Formerly attributed to Salviati, Francesco",1541,272,http://nrs.harvard.edu/urn-3:VIT.BB:4903050,Bearded man in a chair
271,"Tintoretto, Jacopo",1537,273,http://nrs.harvard.edu/urn-3:VIT.BB:10592900,Bust of a bearded man
272,"Pinturicchio, Bernardino",1491,274,http://nrs.harvard.edu/urn-3:VIT.BB:8074626,Young lady with braided hair
273,"Near Luini, Aurelio",1550,275,http://nrs.harvard.edu/urn-3:VIT.BB:10522301,Madonna and Child with three angels
274,Guariento,1338,276,http://nrs.harvard.edu/urn-3:VIT.BB:10534005,Nativity with Annunciation to the shepherds
275,"? Anonymous painter of Florence, 16th century",1501,277,http://nrs.harvard.edu/urn-3:VIT.BB:4904173,"Madonna and Child with the Infant St. John, an angel and a parrot"
276,"After Romano, Giulio",1920,278,http://nrs.harvard.edu/urn-3:VIT.BB:8094807,St. Michael Archangel
277,"Anonymous painter of Lombardy, 16th century",1501,279,http://nrs.harvard.edu/urn-3:VIT.BB:10530819,Noli me tangere
278,"Formerly attributed to Lorenzetti, Pietro",1341,280,http://nrs.harvard.edu/urn-3:VIT.BB:9295540,Christ Blessing
279,"Anonymous painter of Florence, 16th century",1501,281,http://nrs.harvard.edu/urn-3:VIT.BB:4904101,Madonna and Child with the Infant St. John
280,"Anonymous painter of Siena, 14th century",1301,282,http://nrs.harvard.edu/urn-3:VIT.BB:9450390,St. John the Baptist
281,"Catena, Vincenzo di Biagio",1490,283,http://nrs.harvard.edu/urn-3:VIT.BB:8735824,Madonna and Child
282,"Attributed to Palmezzano, Marco",1491,284,http://nrs.harvard.edu/urn-3:VIT.BB:8074536,St. Ignatius of Antioch
283,"Anonymous painter of Venice, 16th century",1501,285,http://nrs.harvard.edu/urn-3:VIT.BB:10593763,St. Jerome in the wilderness
284,"Anonymous painter of Florence, 16th century",1526,286,http://nrs.harvard.edu/urn-3:VIT.BB:4904281,Madonna and Child
285,"Formerly attributed to Aspertini, Amico",1492,287,http://nrs.harvard.edu/urn-3:VIT.BB:10583288,Adoration of the shepherds and Adoration of the Magi
286,"Anonymous painter of Bologna, 14th century",1301,288,http://nrs.harvard.edu/urn-3:VIT.BB:10579775,St. Paul; St. George
287,"Follower of Lippi, Filippino",1491,289,http://nrs.harvard.edu/urn-3:VIT.BB:4891484,Madonna and Child with a young saint holding symbols of the Passion
288,Master of the Ranghiasci polyptych,1401,290,http://nrs.harvard.edu/urn-3:VIT.BB:8075460,Female saint
289,"Anonymous painter of Florence, 16th century",1501,291,http://nrs.harvard.edu/urn-3:VIT.BB:4904121,Annunciation
290,Copy after Giorgione,1920,292,http://nrs.harvard.edu/urn-3:VIT.BB:8738154,Three Philosophers
291,"Pontormo, Jacopo da",1532,293,http://nrs.harvard.edu/urn-3:VIT.BB:10728292,Young Duke Cosimo I de Medici dressed in the Spanish style
292,"Bordone, Paris",1518,294,http://nrs.harvard.edu/urn-3:VIT.BB:10591595,"Daniel, Habakkuk, and an angel with St. Andrew"
293,"Anonymous painter of Verona, 15th century",1401,295,http://nrs.harvard.edu/urn-3:VIT.BB:10533871,Madonna and Child enthroned holding a pomegranate
294,"Pitati, Bonifazio",1515,296,http://nrs.harvard.edu/urn-3:VIT.BB:10589909,Madonna and Child reading
295,"After Romano, Giulio",1920,297,http://nrs.harvard.edu/urn-3:VIT.BB:8094839,Hermaphroditus
296,Giovanni da Modena,1409,298,http://nrs.harvard.edu/urn-3:VIT.BB:10542087,Adoration of the Magi
297,Niccolò di Tommaso,1340,299,http://nrs.harvard.edu/urn-3:VIT.BB:4627159,Madonna and Child
298,"Attributed to Palmezzano, Marco",1491,300,http://nrs.harvard.edu/urn-3:VIT.BB:8074556,St. Ambrose
299,Anonymous painter of Central Italy,1501,301,http://nrs.harvard.edu/urn-3:VIT.BB:10728721,Bearded man wearing a cap
300,"Campagnola, Domenico",1520,302,http://nrs.harvard.edu/urn-3:VIT.BB:10611373,"Landscape with a rock, two trees and a group of buildings"
301,"Marascalchi, Pietro de'",1545,303,http://nrs.harvard.edu/urn-3:VIT.BB:10590641,Rape of Europa
302,Niccolò di Tommaso,1360,304,http://nrs.harvard.edu/urn-3:VIT.BB:4627157,Christ on the Cross
303,"Basaiti, Marco",1500,305,http://nrs.harvard.edu/urn-3:VIT.BB:8735730,Head of a young man
304,Copy after Titian,1535,306,http://nrs.harvard.edu/urn-3:VIT.BB:10582448,"D'Avalos Allegory (Alfonso, Marquis del Vasto?)"
305,Copy after Moretto da Brescia,1516,307,http://nrs.harvard.edu/urn-3:VIT.BB:10526292,St. Jerome in the wilderness
306,Bernardino da Parenzo,1450,308,http://nrs.harvard.edu/urn-3:VIT.BB:10536184,Fragment of a design
307,"Moroni, Giovanni Battista",1551,309,http://nrs.harvard.edu/urn-3:VIT.BB:10525994,Carthusian monk sitting in a chair
308,"Anonymous painter of Bologna, 14th century",1301,310,http://nrs.harvard.edu/urn-3:VIT.BB:10579765,Four miniatures of the Lives of Saints
309,"Bassano, Leandro",1575,311,http://nrs.harvard.edu/urn-3:VIT.BB:10591001,Susanna and the elders
310,"Quartararo, Riccardo",1491,312,http://nrs.harvard.edu/urn-3:VIT.BB:9453160,St. Michael Archangel
311,"Anonymous painter of Piedmont, 15th century",1400,313,http://nrs.harvard.edu/urn-3:VIT.BB:10511667,God the Father and the hierarchy of angels
312,Cecco di Pietro,1376,314,http://nrs.harvard.edu/urn-3:VIT.BB:9429421,St. Gervasius
313,Bartolomeo di Giovanni,1491,315,http://nrs.harvard.edu/urn-3:VIT.BB:4891385,Virgin adoring the Christ Child with the Infant St. John the Baptist
314,"Circle of Catena, Vincenzo di Biagio",1490,316,http://nrs.harvard.edu/urn-3:VIT.BB:8735776,Holy Family with a female saint
315,"Attributed to Zaganelli, Bernardino",1501,317,http://nrs.harvard.edu/urn-3:VIT.BB:8083760,Lucretia
316,"Anonymous painter of Umbria, 14th century",1301,318,http://nrs.harvard.edu/urn-3:VIT.BB:8095031,Christ on the Cross with the Virgin and St. John the Evangelist
317,Follower of Jacopo del Casentino,1341,319,http://nrs.harvard.edu/urn-3:VIT.BB:4627273,Madonna and Child
318,"School of Vivarini, Alvise",1476,320,http://nrs.harvard.edu/urn-3:VIT.BB:8718151,Madonna and Child Blessing
319,"Anonymous painter of Florence, 16th century",1501,321,http://nrs.harvard.edu/urn-3:VIT.BB:4904317,Sketches for a Madonna and Child with saints and detail studies for St. George
320,"Anonymous painter of Venice, 16th century",1501,322,http://nrs.harvard.edu/urn-3:VIT.BB:10593747,Venus
321,"Chiesa, Giovanni della",1494,323,http://nrs.harvard.edu/urn-3:VIT.BB:10519556,Madonna and Child Enthroned with four angels
322,Copy after Michelangelo,1541,324,http://nrs.harvard.edu/urn-3:VIT.BB:4894182,Infant Bacchanal
323,"Veronese, Paolo",1548,325,http://nrs.harvard.edu/urn-3:VIT.BB:10610900,Symbols of the Evangelists
324,"Near Boccaccino, Boccaccio",1491,326,http://nrs.harvard.edu/urn-3:VIT.BB:10526105,Martyr saint
325,"Botticini, Francesco",1491,327,http://nrs.harvard.edu/urn-3:VIT.BB:4876843,Virgin Annunciate
326,"Anonymous painter of Venice, 16th century",1501,328,http://nrs.harvard.edu/urn-3:VIT.BB:10593769,Christ carrying the cross
327,"Attributed to Ligozzi, Jacopo",1591,329,http://nrs.harvard.edu/urn-3:VIT.BB:4903382,Portrait of a lady
328,"Near Botticelli, Sandro",1491,330,http://nrs.harvard.edu/urn-3:VIT.BB:4890308,Madonna and Child
329,School of Leonardo da Vinci,1501,331,http://nrs.harvard.edu/urn-3:VIT.BB:4875506,Madonna and Child
330,Andrea di Niccolò di Giacomo,1460,332,http://nrs.harvard.edu/urn-3:VIT.BB:9434830,Assumption of the Virgin with six saints
331,"Tintoretto, Jacopo",1537,333,http://nrs.harvard.edu/urn-3:VIT.BB:10590736,Seated cardinal
332,"Near Pinturicchio, Bernardino",1491,334,http://nrs.harvard.edu/urn-3:VIT.BB:8074534,Madonna and Child
333,"Francia, Francesco",1485,335,http://nrs.harvard.edu/urn-3:VIT.BB:10583156,Madonna and Child with two angels
334,"Attributed to Tosini, Michele",1501,336,http://nrs.harvard.edu/urn-3:VIT.BB:4894498,Madonna and Child Enthroned with St. Roch and St. Sebastian; Christ with the apostles
335,"Attributed to Anonymous painter of Florence, 15th century",1491,337,http://nrs.harvard.edu/urn-3:VIT.BB:4904858,Mythological scene
336,"Near Ghirlandaio, Ridolfo",1510,338,http://nrs.harvard.edu/urn-3:VIT.BB:4894600,Portrait of a lady
337,Anonymous painter of Naples and South Italy,1890,339,http://nrs.harvard.edu/urn-3:VIT.BB:9453095,Lamentation over the dead Christ
338,"Previtali, Andrea",1505,340,http://nrs.harvard.edu/urn-3:VIT.BB:8738502,Madonna and Child blessing with St. Francis and St. Jerome
339,"Signorelli, Luca",1491,341,http://nrs.harvard.edu/urn-3:VIT.BB:8074134,Virgin Annunciate
340,"Copy after Bulgarini, Bartolommeo",1341,342,http://nrs.harvard.edu/urn-3:VIT.BB:9295512,St. Ansanus
341,"Attributed to ""Tommaso""",1490,343,http://nrs.harvard.edu/urn-3:VIT.BB:4870783,Virgin adoring the Christ Child with St. Joseph and the Infant St. John
342,Near Eusebio da San Giorgio,1501,344,http://nrs.harvard.edu/urn-3:VIT.BB:8087789,Agony in the garden
343,"Anonymous painter of Florence, 16th century",1541,345,http://nrs.harvard.edu/urn-3:VIT.BB:4904159,Young woman holding a book and gloves
344,"Squarcione, Francesco",1415,346,http://nrs.harvard.edu/urn-3:VIT.BB:10533651,Madonna and Child
345,"Attributed to Vasari, Giorgio",1541,347,http://nrs.harvard.edu/urn-3:VIT.BB:4903066,Winged putto with cartouche
346,Copy after Titian,1565,348,http://nrs.harvard.edu/urn-3:VIT.BB:10581653,"Christ bearing the cross, aided by Simon the Cyrenian"
347,"Rondinelli, Nicolò",1480,349,http://nrs.harvard.edu/urn-3:VIT.BB:8719055,Madonna and Child with Eve
348,"Veronese, Paolo",1548,350,http://nrs.harvard.edu/urn-3:VIT.BB:10591318,Sketch of a lion and a dog
349,"Pisano, Niccolò",1490,351,http://nrs.harvard.edu/urn-3:VIT.BB:10586554,Holy Family
350,"Tintoretto, Domenico",1577,352,http://nrs.harvard.edu/urn-3:VIT.BB:10593066,Annunciation
351,"Lotto, Lorenzo",1535,353,http://nrs.harvard.edu/urn-3:VIT.BB:8747018,Angel appearing to St. Roch
352,"Circle of Mancini, Domenico",1506,354,http://nrs.harvard.edu/urn-3:VIT.BB:8738222,Bust of a young man
353,"Frangipane, Niccolò",1575,355,http://nrs.harvard.edu/urn-3:VIT.BB:10593190,Bacchus and companions
354,Lippo di Andrea,1395,356,http://nrs.harvard.edu/urn-3:VIT.BB:4828405,Madonna and Child Enthroned with saints and angels
355,School of Leonardo da Vinci,1501,357,http://nrs.harvard.edu/urn-3:VIT.BB:4875544,Salome with the head of St. John the Baptist
356,"Sogliani, Giovanni Antonio",1501,358,http://nrs.harvard.edu/urn-3:VIT.BB:4900879,Madonna and Child with the Infant St. John
357,"Near Bassano, Francesco, II",1565,359,http://nrs.harvard.edu/urn-3:VIT.BB:10590589,Calling of Abraham
358,"? Tintoretto, Jacopo",1537,360,http://nrs.harvard.edu/urn-3:VIT.BB:10593140,Woman wearing a chain with a crucifix pendant
359,"Anonymous painter of Ferrara, 15th century",1401,361,http://nrs.harvard.edu/urn-3:VIT.BB:10579900,Deposition
360,"Follower of Martini, Simone",1341,362,http://nrs.harvard.edu/urn-3:VIT.BB:9297554,Christ in the Tomb
361,"Anonymous painter of Florence, 16th century",1501,363,http://nrs.harvard.edu/urn-3:VIT.BB:4904191,St. John the Baptist in the wilderness
362,"Manzuoli, Tommaso",1551,364,http://nrs.harvard.edu/urn-3:VIT.BB:4903217,Duke Francesco I de' Medici
363,"Anonymous painter of Siena, 16th century",1501,365,http://nrs.harvard.edu/urn-3:VIT.BB:9450502,St. Sebastian (?)
364,Near Raphael,1501,366,http://nrs.harvard.edu/urn-3:VIT.BB:8087357,Portrait of a youth
365,"Veronese, Paolo",1548,367,http://nrs.harvard.edu/urn-3:VIT.BB:10611475,Adoration of the Magi
366,Attributed to Pordenone,1500,368,http://nrs.harvard.edu/urn-3:VIT.BB:8748033,Studies of armour
367,"Torbido, Francesco",1501,369,http://nrs.harvard.edu/urn-3:VIT.BB:10532116,Half-length profile of a man
368,"Near Carpaccio, Vittore",1475,370,http://nrs.harvard.edu/urn-3:VIT.BB:8719183,Man in profile
369,Garofalo (Benvenuto Tisi),1500,371,http://nrs.harvard.edu/urn-3:VIT.BB:10586397,Adoration of the Child
370,"Near Luini, Bernardino",1480,372,http://nrs.harvard.edu/urn-3:VIT.BB:10522231,Madonna and Child with the Infant St. John in landscape
371,"Luini, Bernardino",1480,373,http://nrs.harvard.edu/urn-3:VIT.BB:10522285,Madonna and Child
372,Mariotto di Nardo,1391,374,http://nrs.harvard.edu/urn-3:VIT.BB:4838503,Madonna and Child
373,"Solario, Antonio",1510,375,http://nrs.harvard.edu/urn-3:VIT.BB:8720218,Madonna and Child Enthroned
374,"Attributed to Dossi, Dosso",1512,376,http://nrs.harvard.edu/urn-3:VIT.BB:10582888,King David
375,"? Pitati, Bonifazio",1515,377,http://nrs.harvard.edu/urn-3:VIT.BB:10589879,Madonna and Child with the Infant St. John and two saints
376,"Near Bassano, Jacopo, il vecchio",1534,378,http://nrs.harvard.edu/urn-3:VIT.BB:10590149,Last supper
377,Neri di Bicci,1451,379,http://nrs.harvard.edu/urn-3:VIT.BB:10728502,St. Nicholas prevents the execution of three innocent soldiers
378,Correggio,1500,380,http://nrs.harvard.edu/urn-3:VIT.BB:10586576,St. Margaret
379,"Anonymous painter of Bologna, 14th century",1301,381,http://nrs.harvard.edu/urn-3:VIT.BB:10579787,Madonna and Child
380,"Beccafumi, Domenico",1506,382,http://nrs.harvard.edu/urn-3:VIT.BB:9450649,Street in Siena
381,Imitator of Titian,1510,383,http://nrs.harvard.edu/urn-3:VIT.BB:10582259,Young woman holding a rose
382,"Bembo, Bonifacio",1440,384,http://nrs.harvard.edu/urn-3:VIT.BB:10519356,St. Peter and St. Paul
383,Giuliano di Simone,1383,385,http://nrs.harvard.edu/urn-3:VIT.BB:9297419,Christ on the Cross between the Virgin and St. John the Evangelist
